employee_id,gender,team,financial_q,role_seniority,leadership_for_level,productivity,salary
24274,Man,Marketing and sales,2019 Q1,Senior I,Appropriate for level,31,"$41,700"
24274,Man,Marketing and sales,2018 Q4,Senior I,Appropriate for level,28,"$41,700"
24274,Man,Marketing and sales,2018 Q3,Senior I,Appropriate for level,28,"$41,700"
24274,Man,Marketing and sales,2018 Q2,Senior I,Appropriate for level,28,"$41,700"
24274,Man,Marketing and sales,2018 Q1,Senior I,Appropriate for level,28,"$41,700"
24274,Man,Marketing and sales,2017 Q4,Junior II,Exceeds expectations,78,"$36,700"
24274,Man,Marketing and sales,2017 Q3,Junior II,Appropriate for level,59,"$36,700"
24274,Man,Marketing and sales,2017 Q2,Junior II,Appropriate for level,58,"$36,700"
24274,Man,Marketing and sales,2017 Q1,Junior II,Appropriate for level,58,"$36,700"
24274,Man,Marketing and sales,2016 Q4,Junior II,Appropriate for level,58,"$36,700"
24274,Man,Marketing and sales,2016 Q3,Junior II,Appropriate for level,58,"$36,700"
24273,Man,Marketing and sales,2020 Q4,Senior I,Appropriate for level,56,"$48,000"
24273,Man,Marketing and sales,2020 Q3,Senior I,Appropriate for level,56,"$48,000"
24273,Man,Marketing and sales,2020 Q2,Senior I,Appropriate for level,54,"$48,000"
24273,Man,Marketing and sales,2020 Q1,Senior I,Appropriate for level,55,"$48,000"
24273,Man,Marketing and sales,2019 Q4,Senior I,Appropriate for level,55,"$48,000"
24273,Man,Marketing and sales,2019 Q3,Senior I,Appropriate for level,53,"$48,000"
24273,Man,Marketing and sales,2019 Q2,Senior I,Appropriate for level,54,"$48,000"
24273,Man,Marketing and sales,2019 Q1,Junior II,Appropriate for level,47,"$43,000"
24273,Man,Marketing and sales,2018 Q4,Junior II,Appropriate for level,25,"$43,000"
24273,Man,Marketing and sales,2018 Q3,Junior II,Appropriate for level,25,"$43,000"
24273,Man,Marketing and sales,2018 Q2,Junior II,Appropriate for level,26,"$43,000"
24273,Man,Marketing and sales,2018 Q1,Junior II,Appropriate for level,23,"$43,000"
24273,Man,Marketing and sales,2017 Q4,Junior II,Appropriate for level,27,"$43,000"
24273,Man,Marketing and sales,2017 Q3,Junior II,Appropriate for level,25,"$43,000"
24273,Man,Marketing and sales,2017 Q2,Junior II,Appropriate for level,23,"$43,000"
24273,Man,Marketing and sales,2017 Q1,Junior II,Appropriate for level,24,"$43,000"
24273,Man,Marketing and sales,2016 Q4,Junior II,Appropriate for level,24,"$43,000"
24273,Man,Marketing and sales,2016 Q3,Junior II,Appropriate for level,23,"$43,000"
24272,Woman,Marketing and sales,2020 Q4,Senior I,Appropriate for level,48,"$38,500"
24272,Woman,Marketing and sales,2020 Q3,Senior I,Appropriate for level,48,"$38,500"
24272,Woman,Marketing and sales,2020 Q2,Senior I,Appropriate for level,48,"$38,500"
24272,Woman,Marketing and sales,2020 Q1,Senior I,Needs improvement,47,"$38,500"
24272,Woman,Marketing and sales,2019 Q4,Senior I,Appropriate for level,48,"$38,500"
24272,Woman,Marketing and sales,2019 Q3,Senior I,Appropriate for level,46,"$38,500"
24272,Woman,Marketing and sales,2019 Q2,Senior I,Appropriate for level,46,"$38,500"
24272,Woman,Marketing and sales,2019 Q1,Senior I,Appropriate for level,46,"$38,500"
24272,Woman,Marketing and sales,2018 Q4,Senior I,Appropriate for level,45,"$38,500"
24272,Woman,Marketing and sales,2018 Q3,Junior II,Appropriate for level,67,"$33,500"
24272,Woman,Marketing and sales,2018 Q2,Junior II,Appropriate for level,45,"$33,500"
24272,Woman,Marketing and sales,2018 Q1,Junior II,Appropriate for level,46,"$33,500"
24271,Man,Marketing and sales,2020 Q4,Senior I,Appropriate for level,55,"$46,300"
24271,Man,Marketing and sales,2020 Q3,Senior I,Appropriate for level,56,"$46,300"
24271,Man,Marketing and sales,2020 Q2,Senior I,Appropriate for level,56,"$46,300"
24271,Man,Marketing and sales,2020 Q1,Senior I,Appropriate for level,55,"$46,300"
24271,Man,Marketing and sales,2019 Q4,Senior I,Appropriate for level,55,"$46,300"
24271,Man,Marketing and sales,2019 Q3,Junior II,Appropriate for level,83,"$41,300"
24271,Man,Marketing and sales,2019 Q2,Junior II,Appropriate for level,62,"$41,300"
24271,Man,Marketing and sales,2019 Q1,Junior I,Appropriate for level,46,"$39,300"
24271,Man,Marketing and sales,2018 Q4,Junior I,Appropriate for level,26,"$39,300"
24271,Man,Marketing and sales,2018 Q3,Junior I,Appropriate for level,24,"$39,300"
24271,Man,Marketing and sales,2018 Q2,Entry-level,Appropriate for level,40,"$34,300"
24271,Man,Marketing and sales,2018 Q1,Entry-level,Appropriate for level,20,"$34,300"
24271,Man,Marketing and sales,2017 Q4,Entry-level,Appropriate for level,20,"$34,300"
24271,Man,Marketing and sales,2017 Q3,Entry-level,Appropriate for level,21,"$34,300"
24271,Man,Marketing and sales,2017 Q2,Entry-level,Appropriate for level,18,"$34,300"
24271,Man,Marketing and sales,2017 Q1,Entry-level,Appropriate for level,18,"$34,300"
24271,Man,Marketing and sales,2016 Q4,Entry-level,Appropriate for level,18,"$34,300"
24271,Man,Marketing and sales,2016 Q3,Entry-level,Appropriate for level,17,"$34,300"
24270,Man,Marketing and sales,2020 Q4,Senior I,Appropriate for level,33,"$42,300"
24270,Man,Marketing and sales,2020 Q3,Senior I,Appropriate for level,34,"$42,300"
24270,Man,Marketing and sales,2020 Q2,Senior I,Appropriate for level,32,"$42,300"
24270,Man,Marketing and sales,2020 Q1,Senior I,Appropriate for level,31,"$42,300"
24270,Man,Marketing and sales,2019 Q4,Senior I,Appropriate for level,30,"$42,300"
24270,Man,Marketing and sales,2019 Q3,Senior I,Appropriate for level,31,"$42,300"
24270,Man,Marketing and sales,2019 Q2,Senior I,Appropriate for level,30,"$42,300"
24270,Man,Marketing and sales,2019 Q1,Senior I,Appropriate for level,29,"$42,300"
24270,Man,Marketing and sales,2018 Q4,Senior I,Appropriate for level,29,"$42,300"
24270,Man,Marketing and sales,2018 Q3,Junior II,Appropriate for level,66,"$37,300"
24270,Man,Marketing and sales,2018 Q2,Junior II,Appropriate for level,46,"$37,300"
24270,Man,Marketing and sales,2018 Q1,Junior II,Appropriate for level,46,"$37,300"
24270,Man,Marketing and sales,2017 Q4,Junior II,Appropriate for level,45,"$37,300"
24270,Man,Marketing and sales,2017 Q3,Junior II,Appropriate for level,44,"$37,300"
24270,Man,Marketing and sales,2017 Q2,Junior II,Appropriate for level,44,"$37,300"
24269,Man,Marketing and sales,2020 Q4,Senior I,Appropriate for level,26,"$48,900"
24269,Man,Marketing and sales,2020 Q3,Senior I,Appropriate for level,27,"$48,900"
24269,Man,Marketing and sales,2020 Q2,Senior I,Appropriate for level,26,"$48,900"
24269,Man,Marketing and sales,2020 Q1,Senior I,Appropriate for level,26,"$48,900"
24269,Man,Marketing and sales,2019 Q4,Junior II,Exceeds expectations,76,"$43,900"
24269,Man,Marketing and sales,2019 Q3,Junior II,Appropriate for level,54,"$43,900"
24269,Man,Marketing and sales,2019 Q2,Junior II,Appropriate for level,55,"$43,900"
24269,Man,Marketing and sales,2019 Q1,Junior II,Appropriate for level,54,"$43,900"
24269,Man,Marketing and sales,2018 Q4,Junior II,Appropriate for level,54,"$43,900"
24269,Man,Marketing and sales,2018 Q3,Junior II,Appropriate for level,54,"$43,900"
24269,Man,Marketing and sales,2018 Q2,Junior II,Appropriate for level,53,"$43,900"
24269,Man,Marketing and sales,2018 Q1,Junior II,Appropriate for level,54,"$43,900"
24268,Man,Marketing and sales,2020 Q4,Senior I,Appropriate for level,51,"$45,600"
24268,Man,Marketing and sales,2020 Q3,Senior I,Appropriate for level,52,"$45,600"
24268,Man,Marketing and sales,2020 Q2,Senior I,Appropriate for level,51,"$45,600"
24268,Man,Marketing and sales,2020 Q1,Senior I,Appropriate for level,50,"$45,600"
24268,Man,Marketing and sales,2019 Q4,Senior I,Appropriate for level,49,"$45,600"
24268,Man,Marketing and sales,2019 Q3,Junior II,Appropriate for level,49,"$40,600"
24268,Man,Marketing and sales,2019 Q2,Junior II,Appropriate for level,28,"$40,600"
24268,Man,Marketing and sales,2019 Q1,Junior II,Appropriate for level,29,"$40,600"
24268,Man,Marketing and sales,2018 Q4,Junior II,Appropriate for level,29,"$40,600"
24268,Man,Marketing and sales,2018 Q3,Junior II,Appropriate for level,28,"$40,600"
24268,Man,Marketing and sales,2018 Q2,Junior II,Appropriate for level,27,"$40,600"
24268,Man,Marketing and sales,2018 Q1,Junior I,Exceeds expectations,65,"$38,600"
24268,Man,Marketing and sales,2017 Q4,Junior I,Appropriate for level,44,"$38,600"
24268,Man,Marketing and sales,2017 Q3,Junior I,Appropriate for level,43,"$38,600"
24268,Man,Marketing and sales,2017 Q2,Junior I,Appropriate for level,42,"$38,600"
24268,Man,Marketing and sales,2017 Q1,Junior I,Appropriate for level,43,"$38,600"
24268,Man,Marketing and sales,2016 Q4,Entry-level,Exceeds expectations,63,"$33,600"
24268,Man,Marketing and sales,2016 Q3,Entry-level,Appropriate for level,43,"$33,600"
24267,Woman,Marketing and sales,2020 Q4,Senior I,Appropriate for level,26,"$46,400"
24267,Woman,Marketing and sales,2020 Q3,Senior I,Needs improvement,25,"$46,400"
24267,Woman,Marketing and sales,2020 Q2,Senior I,Appropriate for level,24,"$46,400"
24267,Woman,Marketing and sales,2020 Q1,Senior I,Needs improvement,24,"$46,400"
24267,Woman,Marketing and sales,2019 Q4,Senior I,Appropriate for level,23,"$46,400"
24267,Woman,Marketing and sales,2019 Q3,Junior II,Appropriate for level,64,"$41,400"
24267,Woman,Marketing and sales,2019 Q2,Junior II,Appropriate for level,42,"$41,400"
24267,Woman,Marketing and sales,2019 Q1,Junior II,Appropriate for level,41,"$41,400"
24267,Woman,Marketing and sales,2018 Q4,Junior I,Appropriate for level,76,"$39,400"
24267,Woman,Marketing and sales,2018 Q3,Junior I,Appropriate for level,55,"$39,400"
24267,Woman,Marketing and sales,2018 Q2,Junior I,Appropriate for level,57,"$39,400"
24267,Woman,Marketing and sales,2018 Q1,Junior I,Appropriate for level,56,"$39,400"
24267,Woman,Marketing and sales,2017 Q4,Junior I,Appropriate for level,55,"$39,400"
24267,Woman,Marketing and sales,2017 Q3,Junior I,Appropriate for level,54,"$39,400"
24267,Woman,Marketing and sales,2017 Q2,Junior I,Appropriate for level,55,"$39,400"
24267,Woman,Marketing and sales,2017 Q1,Junior I,Appropriate for level,54,"$39,400"
24267,Woman,Marketing and sales,2016 Q4,Junior I,Appropriate for level,55,"$39,400"
24267,Woman,Marketing and sales,2016 Q3,Junior I,Appropriate for level,53,"$39,400"
24267,Woman,Marketing and sales,2016 Q2,Junior I,Appropriate for level,54,"$39,400"
24266,Woman,Marketing and sales,2020 Q4,Senior I,Appropriate for level,58,"$44,800"
24266,Woman,Marketing and sales,2020 Q3,Senior I,Needs improvement,55,"$44,800"
24266,Woman,Marketing and sales,2020 Q2,Senior I,Appropriate for level,57,"$44,800"
24266,Woman,Marketing and sales,2020 Q1,Senior I,Appropriate for level,55,"$44,800"
24266,Woman,Marketing and sales,2019 Q4,Senior I,Appropriate for level,56,"$44,800"
24266,Woman,Marketing and sales,2019 Q3,Senior I,Appropriate for level,54,"$44,800"
24266,Woman,Marketing and sales,2019 Q2,Senior I,Appropriate for level,54,"$44,800"
24266,Woman,Marketing and sales,2019 Q1,Senior I,Appropriate for level,55,"$44,800"
24266,Woman,Marketing and sales,2018 Q4,Senior I,Appropriate for level,54,"$44,800"
24265,Woman,Marketing and sales,2020 Q4,Senior I,Appropriate for level,44,"$41,900"
24265,Woman,Marketing and sales,2020 Q3,Senior I,Appropriate for level,43,"$41,900"
24265,Woman,Marketing and sales,2020 Q2,Senior I,Appropriate for level,42,"$41,900"
24265,Woman,Marketing and sales,2020 Q1,Senior I,Appropriate for level,42,"$41,900"
24265,Woman,Marketing and sales,2019 Q4,Senior I,Appropriate for level,42,"$41,900"
24265,Woman,Marketing and sales,2019 Q3,Senior I,Appropriate for level,42,"$41,900"
24265,Woman,Marketing and sales,2019 Q2,Senior I,Appropriate for level,41,"$41,900"
24265,Woman,Marketing and sales,2019 Q1,Junior II,Appropriate for level,71,"$36,900"
24265,Woman,Marketing and sales,2018 Q4,Junior II,Appropriate for level,49,"$36,900"
24265,Woman,Marketing and sales,2018 Q3,Junior II,Appropriate for level,50,"$36,900"
24265,Woman,Marketing and sales,2018 Q2,Junior II,Appropriate for level,48,"$36,900"
24265,Woman,Marketing and sales,2018 Q1,Junior II,Appropriate for level,49,"$36,900"
24265,Woman,Marketing and sales,2017 Q4,Junior II,Appropriate for level,48,"$36,900"
24265,Woman,Marketing and sales,2017 Q3,Junior I,Appropriate for level,69,"$34,900"
24265,Woman,Marketing and sales,2017 Q2,Junior I,Appropriate for level,49,"$34,900"
24265,Woman,Marketing and sales,2017 Q1,Junior I,Appropriate for level,49,"$34,900"
24265,Woman,Marketing and sales,2016 Q4,Entry-level,Appropriate for level,77,"$29,900"
24265,Woman,Marketing and sales,2016 Q3,Entry-level,Appropriate for level,56,"$29,900"
24265,Woman,Marketing and sales,2016 Q2,Entry-level,Appropriate for level,56,"$29,900"
24264,Woman,Marketing and sales,2020 Q4,Senior I,Needs improvement,29,"$38,700"
24264,Woman,Marketing and sales,2020 Q3,Senior I,Appropriate for level,29,"$38,700"
24263,Woman,Marketing and sales,2020 Q4,Senior I,Appropriate for level,74,"$37,100"
24263,Woman,Marketing and sales,2020 Q3,Senior I,Appropriate for level,73,"$37,100"
24263,Woman,Marketing and sales,2020 Q2,Senior I,Appropriate for level,74,"$37,100"
24263,Woman,Marketing and sales,2020 Q1,Senior I,Appropriate for level,73,"$37,100"
24263,Woman,Marketing and sales,2019 Q4,Senior I,Appropriate for level,73,"$37,100"
24263,Woman,Marketing and sales,2019 Q3,Senior I,Appropriate for level,71,"$37,100"
24263,Woman,Marketing and sales,2019 Q2,Senior I,Appropriate for level,72,"$37,100"
24263,Woman,Marketing and sales,2019 Q1,Senior I,Appropriate for level,72,"$37,100"
24263,Woman,Marketing and sales,2018 Q4,Junior II,Appropriate for level,72,"$32,100"
24263,Woman,Marketing and sales,2018 Q3,Junior II,Appropriate for level,53,"$32,100"
24263,Woman,Marketing and sales,2018 Q2,Junior II,Appropriate for level,51,"$32,100"
24263,Woman,Marketing and sales,2018 Q1,Junior II,Appropriate for level,50,"$32,100"
24263,Woman,Marketing and sales,2017 Q4,Junior II,Appropriate for level,51,"$32,100"
24263,Woman,Marketing and sales,2017 Q3,Junior II,Appropriate for level,50,"$32,100"
24263,Woman,Marketing and sales,2017 Q2,Junior II,Appropriate for level,50,"$32,100"
24263,Woman,Marketing and sales,2017 Q1,Junior II,Appropriate for level,50,"$32,100"
24262,Woman,Marketing and sales,2020 Q4,Senior I,Appropriate for level,48,"$44,100"
24262,Woman,Marketing and sales,2020 Q3,Senior I,Appropriate for level,46,"$44,100"
24262,Woman,Marketing and sales,2020 Q2,Senior I,Appropriate for level,47,"$44,100"
24262,Woman,Marketing and sales,2020 Q1,Junior II,Appropriate for level,75,"$39,100"
24262,Woman,Marketing and sales,2019 Q4,Junior II,Appropriate for level,55,"$39,100"
24262,Woman,Marketing and sales,2019 Q3,Junior I,Appropriate for level,58,"$37,100"
24262,Woman,Marketing and sales,2019 Q2,Junior I,Needs improvement,39,"$37,100"
24262,Woman,Marketing and sales,2019 Q1,Junior I,Appropriate for level,38,"$37,100"
24262,Woman,Marketing and sales,2018 Q4,Junior I,Appropriate for level,38,"$37,100"
24262,Woman,Marketing and sales,2018 Q3,Junior I,Needs improvement,38,"$37,100"
24262,Woman,Marketing and sales,2018 Q2,Junior I,Appropriate for level,37,"$37,100"
24261,Man,Marketing and sales,2020 Q4,Senior II,Appropriate for level,48,"$52,200"
24261,Man,Marketing and sales,2020 Q3,Senior II,Appropriate for level,46,"$52,200"
24261,Man,Marketing and sales,2020 Q2,Senior II,Appropriate for level,45,"$52,200"
24261,Man,Marketing and sales,2020 Q1,Senior II,Appropriate for level,46,"$52,200"
24261,Man,Marketing and sales,2019 Q4,Senior II,Appropriate for level,46,"$52,200"
24261,Man,Marketing and sales,2019 Q3,Senior II,Appropriate for level,44,"$52,200"
24261,Man,Marketing and sales,2019 Q2,Senior II,Appropriate for level,43,"$52,200"
24261,Man,Marketing and sales,2019 Q1,Senior II,Appropriate for level,44,"$52,200"
24261,Man,Marketing and sales,2018 Q4,Senior II,Appropriate for level,44,"$52,200"
24261,Man,Marketing and sales,2018 Q3,Senior II,Appropriate for level,43,"$52,200"
24261,Man,Marketing and sales,2018 Q2,Senior II,Appropriate for level,44,"$52,200"
24261,Man,Marketing and sales,2018 Q1,Senior II,Appropriate for level,43,"$52,200"
24261,Man,Marketing and sales,2017 Q4,Senior I,Appropriate for level,86,"$47,200"
24261,Man,Marketing and sales,2017 Q3,Senior I,Appropriate for level,64,"$47,200"
24261,Man,Marketing and sales,2017 Q2,Senior I,Appropriate for level,65,"$47,200"
24261,Man,Marketing and sales,2017 Q1,Senior I,Appropriate for level,63,"$47,200"
24261,Man,Marketing and sales,2016 Q4,Junior II,Exceeds expectations,72,"$42,200"
24261,Man,Marketing and sales,2016 Q3,Junior II,Appropriate for level,51,"$42,200"
24261,Man,Marketing and sales,2016 Q2,Junior II,Appropriate for level,51,"$42,200"
24261,Man,Marketing and sales,2016 Q1,Junior II,Appropriate for level,51,"$42,200"
24261,Man,Marketing and sales,2015 Q4,Junior II,Appropriate for level,51,"$42,200"
24260,Woman,Marketing and sales,2020 Q4,Senior II,Appropriate for level,47,"$42,300"
24260,Woman,Marketing and sales,2020 Q3,Senior II,Appropriate for level,48,"$42,300"
24260,Woman,Marketing and sales,2020 Q2,Senior II,Appropriate for level,47,"$42,300"
24260,Woman,Marketing and sales,2020 Q1,Senior II,Appropriate for level,47,"$42,300"
24260,Woman,Marketing and sales,2019 Q4,Senior II,Appropriate for level,45,"$42,300"
24260,Woman,Marketing and sales,2019 Q3,Senior II,Appropriate for level,46,"$42,300"
24260,Woman,Marketing and sales,2019 Q2,Senior II,Appropriate for level,45,"$42,300"
24260,Woman,Marketing and sales,2019 Q1,Senior II,Appropriate for level,45,"$42,300"
24260,Woman,Marketing and sales,2018 Q4,Senior II,Appropriate for level,44,"$42,300"
24260,Woman,Marketing and sales,2018 Q3,Senior II,Appropriate for level,44,"$42,300"
24260,Woman,Marketing and sales,2018 Q2,Senior II,Appropriate for level,44,"$42,300"
24259,Woman,Marketing and sales,2020 Q4,Senior II,Appropriate for level,57,"$43,700"
24259,Woman,Marketing and sales,2020 Q3,Senior II,Appropriate for level,56,"$43,700"
24259,Woman,Marketing and sales,2020 Q2,Senior II,Appropriate for level,58,"$43,700"
24259,Woman,Marketing and sales,2020 Q1,Senior II,Appropriate for level,56,"$43,700"
24259,Woman,Marketing and sales,2019 Q4,Senior II,Appropriate for level,55,"$43,700"
24258,Woman,Marketing and sales,2020 Q4,Senior II,Appropriate for level,60,"$50,200"
24258,Woman,Marketing and sales,2020 Q3,Senior II,Appropriate for level,59,"$50,200"
24258,Woman,Marketing and sales,2020 Q2,Senior II,Appropriate for level,58,"$50,200"
24258,Woman,Marketing and sales,2020 Q1,Senior I,Appropriate for level,95,"$45,200"
24258,Woman,Marketing and sales,2019 Q4,Senior I,Appropriate for level,73,"$45,200"
24258,Woman,Marketing and sales,2019 Q3,Senior I,Appropriate for level,74,"$45,200"
24258,Woman,Marketing and sales,2019 Q2,Senior I,Appropriate for level,72,"$45,200"
24258,Woman,Marketing and sales,2019 Q1,Senior I,Appropriate for level,75,"$45,200"
24258,Woman,Marketing and sales,2018 Q4,Senior I,Appropriate for level,73,"$45,200"
24258,Woman,Marketing and sales,2018 Q3,Senior I,Appropriate for level,72,"$45,200"
24258,Woman,Marketing and sales,2018 Q2,Senior I,Appropriate for level,73,"$45,200"
24258,Woman,Marketing and sales,2018 Q1,Senior I,Appropriate for level,71,"$45,200"
24258,Woman,Marketing and sales,2017 Q4,Junior II,Appropriate for level,53,"$40,200"
24258,Woman,Marketing and sales,2017 Q3,Junior II,Appropriate for level,32,"$40,200"
24258,Woman,Marketing and sales,2017 Q2,Junior II,Appropriate for level,33,"$40,200"
24258,Woman,Marketing and sales,2017 Q1,Junior II,Appropriate for level,33,"$40,200"
24258,Woman,Marketing and sales,2016 Q4,Junior II,Appropriate for level,33,"$40,200"
24257,Woman,Marketing and sales,2020 Q4,Senior II,Appropriate for level,57,"$48,900"
24257,Woman,Marketing and sales,2020 Q3,Senior II,Appropriate for level,58,"$48,900"
24257,Woman,Marketing and sales,2020 Q2,Senior II,Appropriate for level,56,"$48,900"
24257,Woman,Marketing and sales,2020 Q1,Senior II,Appropriate for level,55,"$48,900"
24257,Woman,Marketing and sales,2019 Q4,Senior II,Appropriate for level,57,"$48,900"
24257,Woman,Marketing and sales,2019 Q3,Senior II,Appropriate for level,55,"$48,900"
24257,Woman,Marketing and sales,2019 Q2,Senior II,Appropriate for level,55,"$48,900"
24257,Woman,Marketing and sales,2019 Q1,Senior II,Appropriate for level,56,"$48,900"
24257,Woman,Marketing and sales,2018 Q4,Senior II,Appropriate for level,55,"$48,900"
24257,Woman,Marketing and sales,2018 Q3,Senior I,Appropriate for level,65,"$43,900"
24257,Woman,Marketing and sales,2018 Q2,Senior I,Appropriate for level,46,"$43,900"
24257,Woman,Marketing and sales,2018 Q1,Senior I,Needs improvement,45,"$43,900"
24257,Woman,Marketing and sales,2017 Q4,Senior I,Appropriate for level,46,"$43,900"
24257,Woman,Marketing and sales,2017 Q3,Senior I,Appropriate for level,45,"$43,900"
24257,Woman,Marketing and sales,2017 Q2,Senior I,Appropriate for level,44,"$43,900"
24257,Woman,Marketing and sales,2017 Q1,Senior I,Appropriate for level,44,"$43,900"
24257,Woman,Marketing and sales,2016 Q4,Senior I,Appropriate for level,43,"$43,900"
24257,Woman,Marketing and sales,2016 Q3,Senior I,Appropriate for level,43,"$43,900"
24256,Man,Marketing and sales,2020 Q4,Senior II,Appropriate for level,47,"$49,200"
24256,Man,Marketing and sales,2020 Q3,Senior II,Appropriate for level,47,"$49,200"
24256,Man,Marketing and sales,2020 Q2,Senior II,Appropriate for level,47,"$49,200"
24256,Man,Marketing and sales,2020 Q1,Senior II,Appropriate for level,46,"$49,200"
24256,Man,Marketing and sales,2019 Q4,Senior II,Appropriate for level,46,"$49,200"
24256,Man,Marketing and sales,2019 Q3,Senior II,Appropriate for level,46,"$49,200"
24256,Man,Marketing and sales,2019 Q2,Senior I,Appropriate for level,69,"$44,200"
24256,Man,Marketing and sales,2019 Q1,Senior I,Appropriate for level,49,"$44,200"
24256,Man,Marketing and sales,2018 Q4,Senior I,Appropriate for level,48,"$44,200"
24256,Man,Marketing and sales,2018 Q3,Senior I,Appropriate for level,47,"$44,200"
24256,Man,Marketing and sales,2018 Q2,Senior I,Appropriate for level,47,"$44,200"
24256,Man,Marketing and sales,2018 Q1,Senior I,Appropriate for level,46,"$44,200"
24256,Man,Marketing and sales,2017 Q4,Senior I,Appropriate for level,46,"$44,200"
24256,Man,Marketing and sales,2017 Q3,Senior I,Appropriate for level,48,"$44,200"
24256,Man,Marketing and sales,2017 Q2,Senior I,Appropriate for level,45,"$44,200"
24256,Man,Marketing and sales,2017 Q1,Senior I,Appropriate for level,46,"$44,200"
24256,Man,Marketing and sales,2016 Q4,Senior I,Appropriate for level,44,"$44,200"
24256,Man,Marketing and sales,2016 Q3,Senior I,Appropriate for level,45,"$44,200"
24255,Woman,Marketing and sales,2020 Q4,Senior II,Appropriate for level,50,"$42,000"
24255,Woman,Marketing and sales,2020 Q3,Senior II,Appropriate for level,48,"$42,000"
24255,Woman,Marketing and sales,2020 Q2,Senior II,Appropriate for level,47,"$42,000"
24255,Woman,Marketing and sales,2020 Q1,Senior I,Appropriate for level,63,"$37,000"
24255,Woman,Marketing and sales,2019 Q4,Senior I,Appropriate for level,43,"$37,000"
24255,Woman,Marketing and sales,2019 Q3,Senior I,Appropriate for level,43,"$37,000"
24255,Woman,Marketing and sales,2019 Q2,Senior I,Appropriate for level,43,"$37,000"
24255,Woman,Marketing and sales,2019 Q1,Senior I,Appropriate for level,43,"$37,000"
24255,Woman,Marketing and sales,2018 Q4,Senior I,Appropriate for level,43,"$37,000"
24255,Woman,Marketing and sales,2018 Q3,Senior I,Appropriate for level,42,"$37,000"
24255,Woman,Marketing and sales,2018 Q2,Senior I,Appropriate for level,40,"$37,000"
24255,Woman,Marketing and sales,2018 Q1,Senior I,Appropriate for level,40,"$37,000"
24255,Woman,Marketing and sales,2017 Q4,Senior I,Appropriate for level,41,"$37,000"
24255,Woman,Marketing and sales,2017 Q3,Senior I,Appropriate for level,39,"$37,000"
24255,Woman,Marketing and sales,2017 Q2,Senior I,Appropriate for level,39,"$37,000"
24255,Woman,Marketing and sales,2017 Q1,Senior I,Appropriate for level,38,"$37,000"
24255,Woman,Marketing and sales,2016 Q4,Senior I,Appropriate for level,40,"$37,000"
24255,Woman,Marketing and sales,2016 Q3,Senior I,Appropriate for level,39,"$37,000"
24255,Woman,Marketing and sales,2016 Q2,Senior I,Appropriate for level,37,"$37,000"
24255,Woman,Marketing and sales,2016 Q1,Senior I,Appropriate for level,38,"$37,000"
24255,Woman,Marketing and sales,2015 Q4,Senior I,Appropriate for level,38,"$37,000"
24254,Man,Marketing and sales,2020 Q4,Senior II,Exceeds expectations,63,"$52,000"
24254,Man,Marketing and sales,2020 Q3,Senior II,Appropriate for level,60,"$52,000"
24254,Man,Marketing and sales,2020 Q2,Senior II,Appropriate for level,59,"$52,000"
24254,Man,Marketing and sales,2020 Q1,Senior II,Exceeds expectations,61,"$52,000"
24254,Man,Marketing and sales,2019 Q4,Senior II,Appropriate for level,60,"$52,000"
24254,Man,Marketing and sales,2019 Q3,Senior II,Appropriate for level,60,"$52,000"
24254,Man,Marketing and sales,2019 Q2,Senior II,Appropriate for level,60,"$52,000"
24254,Man,Marketing and sales,2019 Q1,Senior II,Appropriate for level,59,"$52,000"
24254,Man,Marketing and sales,2018 Q4,Senior II,Appropriate for level,59,"$52,000"
24254,Man,Marketing and sales,2018 Q3,Senior II,Appropriate for level,59,"$52,000"
24253,Man,Marketing and sales,2020 Q4,Senior II,Appropriate for level,43,"$52,300"
24253,Man,Marketing and sales,2020 Q3,Senior II,Appropriate for level,44,"$52,300"
24253,Man,Marketing and sales,2020 Q2,Senior II,Appropriate for level,42,"$52,300"
24253,Man,Marketing and sales,2020 Q1,Senior I,Exceeds expectations,76,"$47,300"
24253,Man,Marketing and sales,2019 Q4,Senior I,Appropriate for level,56,"$47,300"
24253,Man,Marketing and sales,2019 Q3,Junior II,Appropriate for level,64,"$42,300"
24253,Man,Marketing and sales,2019 Q2,Junior II,Appropriate for level,44,"$42,300"
24253,Man,Marketing and sales,2019 Q1,Junior II,Appropriate for level,43,"$42,300"
24253,Man,Marketing and sales,2018 Q4,Junior II,Appropriate for level,43,"$42,300"
24253,Man,Marketing and sales,2018 Q3,Junior I,Appropriate for level,65,"$40,300"
24253,Man,Marketing and sales,2018 Q2,Junior I,Appropriate for level,45,"$40,300"
24253,Man,Marketing and sales,2018 Q1,Junior I,Appropriate for level,46,"$40,300"
24253,Man,Marketing and sales,2017 Q4,Junior I,Appropriate for level,43,"$40,300"
24253,Man,Marketing and sales,2017 Q3,Entry-level,Appropriate for level,59,"$35,300"
24253,Man,Marketing and sales,2017 Q2,Entry-level,Appropriate for level,40,"$35,300"
24253,Man,Marketing and sales,2017 Q1,Entry-level,Appropriate for level,38,"$35,300"
24252,Man,Marketing and sales,2020 Q4,Senior II,Appropriate for level,44,"$46,200"
24252,Man,Marketing and sales,2020 Q3,Senior II,Appropriate for level,46,"$46,200"
24252,Man,Marketing and sales,2020 Q2,Senior II,Appropriate for level,46,"$46,200"
